Content,Status,Profile
"Hello everyone!
Are you prepared to participate in India's Biggest Fellowship Program?

Zuno by foundit by foundit is conducting India's Biggest Fellowship Test where you will stand a chance to win rewards worth over INR 10 Crores annually. You can win Cash Prizes & Brand Goodies along with access to great Job and Internship Opportunities! To top it all, you will receive goodies and vouchers worth INR 2000 just for participating in the test.

DATE: 12th February 2023
TIME: 4:00 PM- 7: 00 PM
DURATION: 60 MINS
SYLLABUS: Quantitative Aptitude, English, Logical Reasoning

Register Now: https://lnkd.in/dgxbrdwj

This is your chance to upskill & upgrade yourself, I am participating in the Zuno Fellowship are you?",no,
https://my.newtonschool.co/register/newtons-grand-coding-contest/?utm_source=referral&utm_medium=manan9950678721&utm_campaign=newtons-grand-coding-contest-portal-referral,no,
https://my.newtonschool.co/register/newtons-grand-coding-contest/?utm_source=referral&utm_medium=sristiy31&utm_campaign=newtons-grand-coding-contest-portal-referral,no,
"Hey @everyone, Bitcoin Summer of Code is accepting applications. Do apply for it if you are into blockchain

https://twitter.com/ManishT93598843/status/1614587931288834051?t=PJ6Oopwqa4wJzdZM88C9zw&s=19",no,
"Hey Bonjour Folks🌻,
Greetings from the Department of Computer Science, Shaheed Rajguru College of Applied Sciences for Womens, University of Delhi💫
 
🤩We are back with the most loved event of Techmelange'23 *(⁠●⁠♡⁠∀⁠♡⁠)❤️

Which is..

 ""...Talk is cheap, show me the code 😉""

Umm guess what?🧚🏻‍♀️

It's Hardcode !!🥳

🗓️Date: 18 Jan 2023

◻️Venue:
Round 1: Lab 1,2
Round 2: Lab 3, 4
Shaheed rajguru college of applied sciences for women 

⭕Rules:
◍ Team participation(size: 2)✅
◍ 2 Rounds🖖
◍ If you clear round 1 only then you you'll be added in the final round.
◍ Round 1: Debugging Questions
◍ Round 2: You'll need to write a code in c++ or java and in 30 minutes you will be swapped with your partner and will have to continue the code where your partner has left off.
◍ Any unfair means will lead to disqualification❗
◍ Exciting Cash Prizes to winners 💸 and E-certificates to all the participants.🥳

!!Registration is absolutely free.💸

🔶Open for all💫

Registration link: https://forms.gle/NYXu76SP7L2kwKUw7  

WhatsApp group link:
https://chat.whatsapp.com/JG7V6L4ApBv23XqBDhVeLR

For more information contact:
Khushi Jaiswal: 74886 27072
Aakrati: 74092 26960

 So Let's come and invent tomorrow instead of worrying about what happened yesterday",no,
"Zuno Fellowship Program | India’s Largest Fellowship Program

The Zuno Fellowship for the month of January will have rewards worth 3Cr+.

Candidates will stand a chance to win rewards worth over $1M and have a chance to Upskill, add Premium Internship tag, win Cash & Brand Goodies.
 
There will be two stages of evaluation: 
Round 1 will be an aptitude test (Arithmetic, Logical Reasoning & English), which will be a MCQ based test with 60 questions, 60 minutes. +1 for correct answers & -0.25 for every incorrect answer.
Round 2 will be a panel interview round for the top 10 scorers. The panel will consist of CXOs & Senior Executives from India’s leading Companies.

FELLOWSHIP REWARDS AND PRIZES

All the participants will receive participation certificates & winners will receive Platinum, Gold & Silver winners' certificates. 

The** Top 280** will win exclusive rewards, which will be a mix of cash and non-cash rewards. Non-cash rewards will consist of wildcard entry into future dream internships, ed-tech courses, goodies, and vouchers. These rewards will be exclusive to the Zuno Fellowship Winners. 
**Platinum Winners -> Rewards worth INR 1,50,000 
Gold Winners -> Rewards worth INR 40,000
Silver Winners -> Rewards worth INR 15,000 
All the participants will receive rewards worth INR 2,000 
**
The winners will receive rewards (on their registered email id or delivered to their location mentioned on their profile) within 30 working days post results declaration on Zuno website. Apply at:- https://www.foundit.in/zuno/fellowship?utm_source=campus-ambassador&utm_medium=fellowshipjan&utm_campaign=ZW1294&utm_id=zuno_ca

Rewards and exciting goodies to winners will be given from brands like foundit (Formerly Monster APAC & ME), Unacademy, Ultrahuman, Yatra, Snitch, Canva, Redwolf, Mojo Pizza, Box8, MediBuddy, HealtifyMe & others.",no,
"GG <@893102917295407165>, you just advanced to level 7!",no,
"GrowthX Demo Day 

Register and win Awesome Goodies🤩🎁🛍️ 

https://vrlps.co/4h0fbha/cp",no,
I am intersted,no,
Hello Sunny how are you,no,
Urgently need a graphics developer,yes,
Hello I need a web Developer,yes,
content
I am intersted,no
Hello Sunny how are you,no
Urgently need a graphics developer,no
Hello I need a web Developer,no
content
I am intersted,no
Hello Sunny how are you,no
Urgently need a graphics developer,no
Hello I need a web Developer,no
content
I am intersted,no
Hello Sunny how are you,no
Urgently need a graphics developer,no
Hello I need a web Developer,no
content
"Rules for <#927703276487606302> channel.

**💡 To make clear:**
Please read this message before posting anything on the jobs channel.
__This Jobs channel is for paid job posting only!__
We are writing this description to allow this job channel to be helpful for all members.
When posting here, you fully understand what this channel is about and agree to its terms.

**📜 How to use:**
Only clients with paid projects will be posted here.
This channel is for job posting only.
Freelancers can reply to the client with:
- a direct message (DM),
- create a thread for the client's job post,
- or send a message with the client mentioned on: <#899754387054923796> 

**⚠️ Warning:**
Dont reply to the job post here on this channel,
to allow this channel to be clean for job posting only and without messy chat.
Please post your freelancer services only in: <#880547381496647732> 
Do not post them here or anywhere else.
If you will post your freelancer services at <#927703276487606302>,
your message will be deleted and you will get a warning and also ban. <#944894765953069068> 

**❣️ For your safety,**
please keep in mind:
Before starting work with anyone that you don't know and built a trust yet,
you can use Escrow Payment to be 100% safe from scammers and protect your money, time, and energy.
Can read the full info from here: <#912526454854656041> 
also if you see any scam going on please post in <#985392952861917194> 

**🎗️ Reminder:**
Make sure to read:
<#938573943672029244> 
<#880876688924373022> 

**♻️ Feedback:**
To improve this community, you are welcome to share and update your work status. 
When your work is done, please send to each other a feedback on: <#883204082045685881> 
If you find any scam,  please report asap to report team at <#882624425848111145> and <#985392952861917194> 

🥳 🤝
Wishing you great mutual success working together.

After you read this,
Start here:
👇 
<#927703276487606302>",no
content
"I am looking for testers and  developers with different skills for a new project.
payment is only in cryptocurrency, write me immediately your skills, where you are from and your portfolio.",no
"Earn $250 to $3,000+ Weekly with Remote Work! 🌐💼

Seeking a remote job with flexibility and high earnings? Earn $250 to $3,000+ weekly, work from anywhere, and set your own hours!

Why Join Us?
Work Remotely
Flexible Hours
High Weekly Income
Comprehensive Training
Growth Opportunities

No experience needed—just bring your ambition! Ready to transform your future? DM NOW to get started!

👉 Don’t miss out on building your dream lifestyle!",no
"Hi, looking for a team of outreachers. DM ME 

@everyone",no
"## [HIRING] Job Application Assistance for Remote IT Roles

**What I Need:**
- Help finding and applying for Full Stack/Frontend remote IT jobs.
- Focused on US companies.
- Pay: $2 for each scheduled interview, aiming for 10-20 interviews per week.
- Earn up to $40 per week if you schedule 20 interviews.

I'm a software developer with experience in Full Stack and Frontend development. I'm skilled in JavaScript, Python, PHP, and CMS technologies. I'm looking for remote IT positions with US companies and need someone to help me find and apply for them.

If you've successfully helped senior developers get remote roles and you're confident you can get interviews scheduled, I'd love to discuss working together.

Looking forward to hearing from you! 👍",no
"Gambling website:

Pretty straight forward, just need someone who is familiar with blockchain and front-end and back-end code. Needs to be 18+ and highly experienced. Won't be accepting people without a portfolio.",no
"# +125 Sales Workers & Guaranteed Meetings 
**+125 Commission-Based Sales Workers & Outreachers **

I reckon you wouldn't mind a few **Extra CLIENTS Each Month and a Passive Sales Machine, **right? (DM US)

We can get you **Guaranteed Meetings and Automated Sales Systems.**

Our private software, Castform, powers up the leads your **Sales Team uses, boosting Conversion Rates and driving Success.**

The problem isn’t your business,** it’s your SALES!! **DM us and let’s turn your business into a **passive sales machine so you can focus on what you do best!**
(Included is a video for representation; sales systems are shown at the end.) Link:https://files.fm/f/eg3bnc8j33",no
"Hello, I'm Divyang Dheer, a ReactJS and React Native developer with a strong focus on building seamless and engaging mobile and web applications. Currently, I'm working as a React Native iOS Intern at Banao Technologies, where I develop and maintain iOS apps using React Native. I enjoy turning Figma designs into clean, responsive UIs and integrating APIs to create feature-rich applications.

I've worked on several projects, including an eCommerce website, a News app, and a Blinkit clone. You can check out my work on [GitHub](https://github.com/ddheer29) and my [Portfolio](https://divyangdheer-dev.netlify.app/).",no
"Good evening . I’m a Collaboration Manager. If anyone is interested in collaborating on X project, feel free to send me a DM! Is open 👐.",no
Scammer,no
"yo im loooking for ui
vfx animator
sfx
and a scripter",no
"yo im loooking for ui
vfx animator
sfx
and a scripter",no
"# +125 Sales Workers & Guaranteed Meetings 
**+125 Commission-Based Sales Workers & Outreachers **

I reckon you wouldn't mind a few **Extra CLIENTS Each Month and a Passive Sales Machine, **right? (DM US)

We can get you **Guaranteed Meetings and Automated Sales Systems.**

Our private software, Castform, powers up the leads your **Sales Team uses, boosting Conversion Rates and driving Success.**

The problem isn’t your business,** it’s your SALES!! **DM us and let’s turn your business into a **passive sales machine so you can focus on what you do best!**
(Included is a video for representation; sales systems are shown at the end.) Link:https://files.fm/f/eg3bnc8j33",no
"I'm trying to host this on azure. DM me if you can do this

https://github.com/jackliston01/Flask-Stock-App-GOB2.0",no
"**Earn $250 to $3,000+ Weekly Online! 🚀
**
Looking for a remote job with high earning potential? Join our team and start making an income online!

Why Work with Us?
✅** Work from Anywhere** – Enjoy complete location freedom.
✅** Set Your Own Hours** – Experience true time flexibility.
✅ **Unlimited Earnings** – No cap on how much you can make!

This is your chance to collaborate with 6-figure entrepreneurs, grow within our team, and advance to leadership positions. If you're ambitious and ready to take control of your future, send me a DM to learn more!",no
"Want to start making money on YouTube?

Rebrand your profile or website and start getting more traffic?

Going viral and making social media your career?

I helped multiple clients do just that;

By using my thumbnails and logos.

Join them, and join the top 1% of creators.

Use non-ordinary thumbnails. Let's work and win.",no
Tell,no
<@993233287508144248> <@993233287508144248>,no
<@993233287508144248>,no
<@993233287508144248>,no
<@993233287508144248>,no
how much money you give,no
<@993233287508144248>,no
Hi guys. I'm looking out for anyone with a Google developer account for a paid collaboration. Let's talk in DM,no
Come dm,no
<@1273313793912344646>,no
"Hiring workers to start working immediately.
Positions: web developers 

Remote Work Level:100% Remote (Permanent Job/Part Time)

Career Level: web developers 

Payment:$35 per hour 

MUST RESIDE IN USA

Job Schedule: Part-Time, Full-Time. (Flexible Hours).
FOR FURTHER DETAILS PLEASE SEND ME A MESSAGE DIRECTLY TO APPLY.",no
"Looking for Upwork account providers in Europe or South/North America


Hello, everybody.
I am looking for Upwork account providers. You don't need to have any prior knowledge.

Requirements:
You need to provide me with your Upwork account
If you have a computer at home that you don't use often, it will be a big plus.
You need to keep responsive and real-time communication.
Fluent or native English skills would be a plus.


What I offer:
The salary will be sent to your preferred payment method monthly in USD. I will make the monthly commission payment to you no later than the 30th day of each month.
I would give you a fixed amount per month.
If you participate in calls on behalf of me, you will be entitled to additional compensation as mutually agreed upon between the Parties.

te.legram: robintech9
dis.cord: robintech1

Please call me with ""Hi, Monte""

I look forward to hearing from you. Thank you!",no
